,2-aminoadipate,3-phosphoglycerate,alpha-glycerophosphate,4-pyridoxate,aconitate,adenine,adipate,alpha-ketoglutarate,AMP,citrate,isocitrate,CMP,cystathionine,cytidine,dCMP,DHAP/glyceraldehyde 3P,erythrose-4-phosphate,F1P/F6P/G1P/G6P,hexoses (HILIC neg),fumarate/maleate/alpha-ketoisovalerate,glucuronate,glutathione oxidized,glutathione reduced,GMP,guanosine,hippurate,hypoxanthine,inosine,kynurenine,lactate,lactose,malate,NAD,NADP,oxalate,pantothenate,PEP,ribose-5-P/ribulose5-P,sorbitol,succinate/methylmalonate,sucrose,thymine,UMP,UDP-galactose/UDP-glucose,uracil,urate,uridine,xanthine,taurocholate,glycodeoxycholate/glycochenodeoxycholate,taurodeoxycholate/taurochenodeoxycholate,phosphocreatine,3-methyladipate/pimelate,6-phosphogluconate,alpha-hydroxybutyrate,2-hydroxyglutarate,inositol,malondialdehyde,glycine,alanine,serine,threonine,methionine,aspartate,glutamate,asparagine,glutamine,histidine,arginine,lysine,valine,leucine,isoleucine,phenylalanine,tyrosine,tryptophan,proline,cis/trans-hydroxyproline,ornithine,citrulline,taurine,5-HIAA,serotonin,GABA,acetylglycine,dimethylglycine,homocysteine,SDMA/ADMA,NMMA,allantoin,anthranilic acid,kynurenic acid,5-adenosylhomocysteine,carnosine,N-carbamoyl-beta-alanine,thiamine,niacinamide,betaine,choline,alpha-glycerophosphocholine,acetylcholine,creatine,creatinine,thyroxine,trimethylamine-N-oxide,hexoses (HILIC pos),adenosine,thymidine,xanthosine,2-deoxyadenosine,2-deoxycytidine,cAMP,cotinine,pipecolic acid,pyroglutamic acid,1-methylnicotinamide,butyrobetaine,putrescine,methionine sulfoxide,carnitine,acetylcarnitine,propionylcarnitine,malonylcarnitine,butyrylcarnitine/isobutyrylcarnitine,valerylcarnitine/isovalerylcarnitine/2-methylbutyroylcarnitine,hexanoylcarnitine,heptanoylcarnitine,lauroylcarnitine,myristoylcarnitine,palmitoylcarnitine,stearoylcarnitine,oleylcarnitine,arachidonyl_carnitine,sarcosine,beta-alanine,anserine,C14:0 LPC,C16:1 LPC,C16:0 LPC,C18:2 LPC,C18:1 LPC,C18:0 LPC,C20:4 LPC,C20:3 LPC,C22:6 LPC,C16:0 LPE,C18:1 LPE,C18:0 LPE,C20:4 LPE,C22:6 LPE,C32:2 PC,C32:1 PC,C32:0 PC,C34:4 PC,C34:3 PC,C34:2 PC,C34:1 PC,C36:4 PC-A,C36:4 PC-B,C36:3 PC,C36:2 PC,C36:1 PC,C38:6 PC,C38:5 PC,C38:4 PC,C38:2 PC,C40:6 PC,C14:0 SM,C16:1 SM,C16:0 SM,C18:2 SM,C18:1 SM,C18:0 SM,C22:1 SM,C22:0 SM,C24:1 SM,C24:0 SM,C34:2 DAG,C34:1 DAG,C36:2 DAG,C36:1 DAG,C14:0 CE,C16:1 CE,C16:0 CE,C18:3 CE,C18:2 CE,C18:1 CE,C18:0 CE,C20:5 CE,C20:4 CE,C20:3 CE,C22:6 CE,C46:2 TAG,C46:1 TAG,C46:0 TAG,C48:3 TAG,C48:2 TAG,C48:1 TAG,C48:0 TAG,C50:3 TAG,C50:2 TAG,C50:1 TAG,C50:0 TAG,C52:5 TAG,C52:4 TAG,C52:3 TAG,C52:2 TAG,C52:1 TAG,C54:7 TAG,C54:6 TAG,C54:5 TAG,C54:4 TAG,C54:3 TAG,C54:2 TAG,C54:1 TAG,C56:8 TAG,C56:7 TAG,C56:6 TAG,C56:5 TAG,C56:4 TAG,C56:3 TAG,C56:2 TAG,C58:8 TAG,C58:7 TAG,C58:6 TAG
SIDM00116,5.8004,6.07873,6.19567,5.91014,5.7705,5.85782,5.99828,5.77948,5.81429,5.72906,5.78369,5.83335,5.77074,5.89458,5.7493,6.12386,5.91434,5.97756,6.15725,5.88497,5.71475,6.04043,5.86692,5.77945,5.93574,5.94221,5.84541,5.858,5.87339,5.96106,6.03212,5.82036,5.74262,6.03709,5.94307,5.84995,6.17198,6.03086,5.96791,6.00669,6.03607,6.16647,5.8342,5.84055,6.00591,5.92087,5.74482,6.01619,6.25884,5.99236,6.32534,6.10131,5.92803,5.69646,5.73866,5.79941,6.01846,6.06825,5.9322,5.63313,5.99046,5.91227,5.96734,5.81689,5.78224,5.86377,5.96959,5.92014,6.05101,6.0261,5.94008,5.94554,5.91383,5.94754,5.91939,5.94067,5.8896,5.86293,6.21052,6.09177,5.65008,5.6087,5.6885,6.03277,5.80891,5.98372,5.75674,5.91109,5.88319,5.94143,6.07404,6.00103,5.92965,5.99772,5.70578,6.02356,5.99902,5.91808,5.96369,6.20797,6.31255,6.07544,5.96732,5.90121,5.86695,6.08865,5.60628,6.27846,5.91688,6.07787,6.06432,6.01112,5.74239,5.73035,6.024,5.01112,5.76717,5.97736,6.06521,5.78768,5.82208,5.91134,5.82274,5.58333,5.62983,5.7358,5.90761,5.74984,5.63886,5.5781,5.69762,5.46501,5.97935,5.84509,5.61132,5.97745,6.21606,6.12961,6.18301,6.14083,6.07388,6.056,6.02448,5.96109,6.0994,6.3367,6.2391,6.05485,6.23856,6.44008,5.80977,5.91267,5.57703,5.96911,5.88415,5.88796,5.82063,5.93228,6.07861,6.00503,5.89408,5.71799,6.1226,6.08583,5.98767,5.57375,6.0129,5.68401,5.88657,5.57246,5.76878,5.86751,5.55307,5.99568,5.86638,5.29219,5.22548,5.86433,5.8867,5.68278,5.76483,6.20989,6.05486,5.92438,5.97532,6.0404,5.98369,5.80062,5.96264,6.0017,6.0948,6.01735,5.80087,5.69752,5.88337,5.50578,5.54079,5.44033,5.81221,5.57679,5.49426,5.59787,5.79068,5.54702,5.52951,5.54603,5.51354,5.52235,5.60648,5.66175,5.58714,5.52257,5.54714,5.35923,5.5613,5.98623,5.70287,5.70072,5.58069,5.48372,5.48544,5.42459,5.63866,5.50621,5.45647
SIDM00119,5.75472,5.83478,5.54684,5.96524,5.73507,5.78388,5.82802,5.79265,5.86303,5.82581,5.78369,5.88386,5.84836,5.73199,5.68998,5.87236,5.89035,5.98489,5.91797,5.87708,5.89599,6.05258,6.07487,5.84948,6.01963,5.75357,5.74032,5.89255,5.69228,5.7564,5.94135,5.86954,5.85762,6.10825,5.88493,5.7024,5.71366,5.92491,5.71264,5.78281,5.98205,5.95656,5.9063,5.97979,5.88387,5.51592,5.92427,5.7241,5.94586,5.8027,6.07583,5.90854,5.89215,6.12357,5.63465,5.94803,5.72371,5.75357,5.6919,5.55683,6.08459,5.76717,5.78364,5.99931,5.82554,5.91312,5.9305,5.76383,5.95028,5.85258,5.81447,5.82273,5.79689,5.79169,5.77422,5.85735,5.70329,5.82897,5.87873,5.69848,5.69913,5.66708,5.48602,6.03936,5.68882,5.75236,6.02904,5.71204,5.68537,5.71621,6.1111,5.69034,6.03087,5.83589,5.77116,5.85897,5.72622,5.7674,5.9487,5.57767,5.26076,5.80231,5.73082,5.8281,5.87947,6.02854,6.05928,5.86157,5.76476,5.82519,5.84796,5.79777,5.8546,5.50808,5.89837,6.93831,5.80344,5.84127,6.00615,5.88375,5.80966,5.81577,6.04409,6.11911,6.56894,6.37157,6.11775,6.98201,7.17802,7.25318,7.07905,7.31444,5.8773,5.81889,5.86355,5.86738,6.01047,6.00083,6.00434,5.989,5.95022,6.03778,5.8849,5.98743,5.95919,5.87685,5.78799,5.91431,5.85838,5.82995,6.15253,6.03418,5.856,6.03484,5.99978,5.99155,5.93976,5.87566,5.87438,5.85891,5.94702,5.92324,5.87537,5.84325,5.84147,5.96944,5.82578,5.96942,5.90633,5.91746,5.79935,5.91255,5.87197,5.89332,5.96261,6.06216,6.10728,5.96229,6.14136,6.09831,5.98873,6.16787,6.14197,6.05968,6.13795,6.15443,6.12459,6.13319,6.14465,6.11842,6.20462,6.2141,6.1277,6.07831,6.07368,6.094,6.06254,6.00075,6.0167,5.97471,5.98248,5.91642,5.89053,5.75262,5.74709,5.84759,5.84081,5.75342,5.75413,5.69926,5.6763,5.63845,5.77435,5.6761,5.73586,5.65088,5.61659,5.62943,5.52523,5.56049,5.66311,5.70864,5.53712,5.50431,5.45776
SIDM00134,5.80831,6.13726,5.95318,6.06259,5.98863,5.70721,5.90675,6.00418,5.70448,5.96925,6.06816,5.70372,5.28657,5.29161,5.61543,6.18891,6.03091,5.96866,5.76244,5.86688,6.03108,5.93161,5.92629,5.8749,6.1093,5.9307,5.53031,5.96888,6.00336,5.90851,6.0289,5.87303,6.07922,5.9827,5.86112,5.91268,6.21555,6.01028,5.90567,5.85044,6.01374,5.76199,5.72633,5.98396,5.77114,5.89083,5.77593,5.82973,5.75562,5.89351,5.87172,5.77,5.84177,6.20926,5.72545,6.09033,5.94424,5.92126,5.65864,5.70165,5.63197,5.67384,5.67833,5.75317,5.86543,5.71648,5.57082,5.74232,5.88096,5.78998,5.76273,5.69827,5.6861,5.69786,5.68138,5.69843,5.77169,5.71924,5.89006,5.79467,5.95192,5.86181,5.96163,5.67459,5.679,5.80292,5.70206,5.81898,5.83389,5.81556,5.99439,5.72706,5.78737,5.88016,6.49553,5.7272,5.7045,5.81995,5.84519,6.21322,5.35486,5.8047,5.81979,5.79576,5.74633,5.81466,6.37823,5.70266,5.91443,5.84899,4.95164,6.08551,5.98809,5.60903,5.73858,6.86467,5.78301,5.66282,5.65766,5.82447,5.71529,5.65268,5.78842,5.38164,5.78014,5.67597,5.70698,5.47307,5.45734,5.49505,5.81249,5.61276,5.938,5.74377,5.99421,5.81958,5.96584,5.89477,5.98137,6.11807,6.04058,6.14672,6.00562,6.06401,5.96579,5.69201,5.77337,5.87956,5.77679,5.87966,5.75534,5.79556,5.81289,5.87971,5.94692,5.90231,5.8985,6.02317,5.99924,6.03501,5.95082,6.04235,6.0316,6.06069,6.02619,5.97393,5.97937,5.98065,5.95416,5.98341,5.79362,5.86542,5.88605,6.00875,5.95863,6.09324,6.19749,5.60539,5.68806,5.80288,5.86013,5.88137,5.92936,5.92983,5.97723,5.94581,5.99364,6.13812,6.05101,5.96573,6.093,6.17083,5.90791,5.71875,5.8147,5.89203,5.78088,5.71169,5.80583,5.90015,5.88505,5.887,6.01811,6.09199,6.06691,6.00857,6.0251,6.109,6.15675,6.07071,6.18066,6.18655,6.14492,6.17662,6.26186,5.92816,6.18354,6.19571,6.26119,6.18348,6.1162,6.13589,6.32159,6.35498,6.334
SIDM00137,5.92341,6.02771,5.7931,5.97029,5.95079,5.77812,5.86071,5.85346,5.90253,5.97147,5.94062,5.8448,5.95886,5.78183,5.70448,5.87251,6.00833,5.88938,5.78162,5.89866,5.8538,6.0002,5.95484,6.02372,5.90001,5.90417,5.59444,5.70808,5.86327,5.89415,5.77903,5.92335,5.93598,6.12881,5.81792,5.76698,6.01395,5.82863,5.78322,5.84116,5.83752,5.91229,5.94473,5.93681,5.83269,5.73719,6.02691,5.82056,5.92827,5.89364,5.7571,5.98806,5.82928,6.03391,5.70966,5.78485,5.88756,5.91358,5.95543,6.02681,5.9186,5.91924,5.91933,6.09722,5.82089,6.19836,5.80467,5.91257,6.03067,5.86248,5.88405,5.88141,5.88677,5.91249,5.92744,5.8804,5.95375,6.0543,6.06959,5.91032,6.01901,5.80615,5.82851,5.96911,5.81764,5.85293,6.05998,5.92961,5.96944,5.85851,6.16469,5.84097,5.97732,5.88645,6.27325,5.86522,5.89203,5.83094,5.74221,5.73516,5.75112,5.76897,5.86511,5.89951,5.77165,5.93384,6.0539,5.94807,5.83981,6.25278,5.72825,5.98384,5.89517,5.99984,5.93113,5.42272,5.87032,5.89617,5.97781,5.84568,5.88534,5.99484,5.95557,5.8856,6.12407,5.91615,5.80779,5.98432,5.9777,5.73837,5.74422,5.88581,5.91358,6.04124,6.03029,5.91067,5.79333,5.83683,5.73942,5.84163,5.7761,5.75214,5.7594,5.74301,5.84087,5.83586,5.8457,5.83044,5.80615,5.74441,6.03523,5.95443,5.89345,5.92276,6.03548,5.95686,5.88835,5.78261,5.7926,5.86867,5.92928,5.86628,5.72096,5.78327,5.84359,5.94576,5.8119,5.92565,5.87746,5.88018,5.81232,5.91209,5.85089,5.86418,5.93596,5.88678,5.85522,5.86018,6.06467,6.04931,5.93697,6.04926,5.93765,5.90204,6.00828,5.93419,5.94107,5.99383,5.91372,5.89919,6.00963,5.94262,6.22859,6.11802,6.1171,6.24272,6.13009,6.05994,6.02911,6.09666,6.02572,5.96475,6.00393,5.92092,5.94744,5.95315,5.92622,5.85677,5.80178,5.80107,5.83127,5.82965,5.90497,5.86647,5.94158,5.69654,5.77806,5.79912,5.77572,5.83353,5.87214,5.9014,5.70524,5.64598,5.64458
SIDM00138,5.8161,6.23555,5.9199,5.87425,5.99338,5.94281,5.7924,6.05477,5.74431,5.9422,5.9799,5.78503,5.92874,5.42553,5.76593,6.32153,6.07685,6.08161,5.87022,5.93269,5.92042,5.9812,5.91418,5.8273,5.69958,5.947,5.55309,5.73905,5.63266,6.02445,5.85899,5.95665,5.91572,5.97791,5.72179,5.73855,6.28476,6.26637,5.94869,5.88355,5.83298,5.80816,5.70749,5.98827,5.90503,6.02279,5.50618,5.95088,6.20987,5.97526,6.03037,6.19122,5.87576,6.23303,5.77496,5.93393,5.79265,6.05331,5.78444,5.74041,5.76745,5.76366,5.81649,5.83219,5.81677,6.04576,5.88434,5.81859,5.94166,5.87005,5.81911,5.84232,5.83033,5.83246,5.8367,5.8542,5.90865,5.94861,6.05019,5.95453,5.65918,5.73758,5.82043,5.78001,5.72287,5.92978,5.99893,5.91003,5.90385,5.92211,6.08985,5.98691,5.95138,5.95867,6.10337,5.82146,5.84263,5.81041,5.79401,6.08794,5.43414,6.00682,5.97326,5.94911,5.73788,5.82714,5.56583,5.60831,5.97793,5.70871,5.70368,6.0471,5.57476,5.68586,5.96654,5.83937,5.77552,5.81694,5.92278,5.79331,5.82122,5.80542,5.86805,5.77405,5.72116,5.89803,5.82227,5.8204,5.7628,5.6024,5.58052,5.62684,5.78854,5.86642,5.72133,5.93854,5.93349,5.81201,5.90137,5.88296,5.82097,5.88984,5.80189,5.81563,5.87388,5.97159,5.87918,6.0321,5.87108,5.74748,5.87439,5.86772,5.83245,5.85631,5.89134,5.86455,5.8178,5.79156,5.82049,5.85293,5.85291,5.81834,5.7752,5.77391,5.78949,5.85355,5.64055,5.84857,5.91308,5.81358,5.86181,5.86875,5.84766,5.84155,5.85214,5.79494,5.76874,5.78421,6.16903,6.018,6.03444,6.1339,5.94764,5.95449,5.91945,5.83885,5.99414,6.11186,5.93337,5.86061,5.94591,6.03383,6.18935,6.22909,6.18712,6.1645,6.2004,6.29848,6.34833,6.08584,6.19165,6.28161,6.34031,5.92285,5.93824,6.04697,6.16405,6.21197,5.94683,5.84179,5.84483,5.88476,6.02914,6.13116,6.23022,5.67821,5.88254,5.82583,5.72207,5.80024,5.95255,6.15432,5.80539,5.77168,5.70341
SIDM00139,5.87714,6.049,6.03369,5.81109,6.06778,6.0233,5.74221,5.95754,5.96697,6.03242,6.07849,5.98465,5.76427,6.12396,5.8674,6.00184,6.09268,5.96249,5.77013,5.93586,5.88131,6.11868,6.04265,6.06077,6.20445,5.80969,5.52421,5.93257,5.84755,5.8511,5.86508,5.9342,5.99409,6.11198,5.75083,5.79466,5.99021,5.93807,5.87103,5.81696,5.88322,5.92333,5.94331,6.0674,5.77626,5.76669,5.98473,5.79342,6.03628,5.79033,5.96839,5.88671,5.82377,6.2562,5.64089,5.92164,6.03286,5.86688,5.73577,5.81277,5.71495,5.63739,5.74094,6.16682,6.01683,6.26644,5.77643,5.7637,5.99949,5.63814,5.62293,5.77507,5.76613,5.65222,5.70414,5.66349,5.95724,6.21597,6.07663,5.91288,6.03391,5.68301,5.75333,5.75825,5.73367,5.86169,6.17396,5.90445,5.86069,5.81639,6.13633,5.84634,6.14572,5.84125,6.34243,5.73028,5.58476,5.80018,5.74348,5.82334,5.36412,5.98815,5.86581,5.81557,5.64181,5.76261,5.86328,5.99363,5.81572,5.94166,6.34939,6.10185,5.75396,5.66402,5.87905,6.36916,5.9741,5.83124,5.89197,5.98197,6.10615,5.93428,6.08713,5.89045,6.03358,5.94533,5.83556,6.05446,6.05783,5.98909,6.05218,6.0273,5.81279,5.86798,6.08212,5.8545,6.0478,5.95594,6.0257,5.94316,6.01166,6.01789,5.92663,5.94633,5.85135,5.98376,5.95939,6.20457,5.90835,5.81091,5.94155,5.90159,5.92584,5.85542,5.90758,5.91825,5.87954,5.80322,5.79532,5.84835,5.92307,5.92082,5.74793,5.77795,5.81852,6.05938,5.71275,5.96152,5.98358,5.9371,5.83128,5.95369,6.04253,5.84377,5.93958,6.05544,5.99097,5.88986,6.04722,5.96842,5.98252,6.15007,6.05715,6.01943,6.12061,6.01858,6.0771,6.22247,6.03163,6.0382,6.0729,6.10885,5.85024,5.85074,6.04365,5.68855,5.79144,5.91677,6.05099,5.7288,5.85305,5.97268,6.09281,5.65357,5.60063,5.74283,5.86711,5.93553,5.68733,5.59617,5.58424,5.57704,5.77076,5.86841,6.03723,5.56183,5.54208,5.55823,5.5125,5.55898,5.75653,5.93599,5.46851,5.41954,5.44953
SIDM00143,5.82648,5.92233,5.85371,6.24824,5.69307,6.10516,5.89958,5.64435,6.83889,5.82934,5.6833,6.64328,6.11298,6.82142,6.08967,5.61691,5.99045,5.85904,5.37853,6.0126,5.76628,6.24601,6.15683,6.76593,6.57121,5.45274,6.43249,6.38319,5.75076,5.64094,5.31251,5.98167,5.9875,6.19775,6.11624,5.99931,6.12801,5.74145,5.42866,5.67998,5.67943,6.08187,6.86762,5.94163,5.80715,5.09029,6.76355,5.38389,5.53267,5.55849,5.61256,5.18301,5.85258,5.60514,5.81346,5.58681,6.20785,5.9297,5.93604,6.11838,5.86293,5.74631,5.38121,6.26779,5.87455,5.9155,5.46021,5.47137,5.73722,5.39558,5.51712,5.41474,5.38613,5.37804,5.419,5.50371,5.83697,6.08769,5.97669,5.71855,6.21517,5.70527,5.65863,6.34593,5.92107,5.60075,5.72648,5.64014,5.59545,5.41991,5.66652,5.02763,6.41581,5.53451,5.68331,5.70921,5.53444,5.9595,5.94184,5.51795,6.38326,5.59436,5.37096,5.51464,5.9132,5.66458,6.56972,6.26819,5.7097,6.14149,6.18679,6.20962,6.14934,5.85616,5.49743,4.82975,6.04817,6.02511,5.71268,5.9577,5.92111,5.82164,5.9469,5.76315,6.09878,5.89079,5.79796,6.17836,6.43821,6.55431,6.37218,6.35127,6.27365,5.90447,6.04765,5.78313,6.13585,6.06151,6.01929,5.87692,5.80477,6.01859,5.77005,6.03315,5.80763,6.31852,6.23221,6.36123,6.18264,6.37208,6.08005,6.21211,6.19344,5.94226,5.9276,5.99758,6.12071,5.8397,6.0482,5.95589,5.98965,6.22788,5.99644,5.9302,6.06358,6.05286,6.07068,5.95456,5.84825,6.14472,6.21484,6.04005,6.15761,5.96535,5.96983,5.91316,6.10102,6.14107,5.98675,5.70397,6.07024,5.71128,5.37785,5.43416,5.61354,5.29218,5.3121,5.6281,5.31601,5.26762,5.35472,5.39588,6.16832,6.1432,6.22488,5.81683,5.8701,6.04387,6.1412,5.79409,5.83276,6.01312,6.22667,5.64926,5.65599,5.61845,5.84008,5.95783,5.69958,5.65233,5.65835,5.56808,5.62871,5.90061,6.03688,5.9575,5.8109,5.72592,5.65616,5.73394,5.74538,6.02345,5.71056,5.58339,5.60518
SIDM00154,5.89938,5.7091,5.68419,6.02186,5.88842,5.88367,5.86828,5.74979,5.84992,5.85576,5.85983,5.89044,5.69014,6.07529,5.69573,5.67305,5.89146,5.74075,5.81457,5.79116,5.92531,5.81261,5.78215,5.89748,5.97506,5.88677,5.64862,5.82259,5.93835,5.79758,5.83813,5.74616,5.75781,6.01009,5.82915,5.75201,5.66934,5.623,5.81742,5.80109,5.8853,6.06387,5.90045,5.79736,5.85717,5.74385,6.09976,5.8429,5.96145,5.90995,5.86322,5.708,5.88563,5.84168,5.75376,5.71834,5.93918,5.7913,5.83483,5.85478,5.90283,5.81364,5.81101,6.07884,5.85794,6.16276,5.73048,5.80754,6.00057,5.78015,5.779,5.82286,5.80693,5.80148,5.81071,5.77151,5.89024,6.14823,6.05678,5.92959,5.9152,5.83084,5.81196,5.98916,5.85691,5.88774,5.99383,5.90787,5.8956,5.86569,6.25428,5.86823,5.95921,5.86539,6.20407,5.74561,5.73773,5.86981,5.8314,5.61422,5.35987,5.81735,5.84505,5.90671,5.77644,5.88771,5.8125,6.02447,5.85126,5.85164,6.07341,5.95872,5.8588,5.74946,5.87602,6.00685,5.85704,5.89861,5.96499,5.84769,5.88245,5.91063,5.92662,5.77908,5.94445,5.99898,5.93048,6.20562,6.24055,6.22726,6.20572,6.29152,5.81472,5.968,5.99475,5.92218,5.93712,5.93747,5.87128,5.92433,5.91741,5.93306,5.89867,5.89458,5.84158,5.73105,5.78271,5.86166,5.76807,5.72168,5.96656,5.85636,5.82876,5.92316,5.95468,5.9245,5.86181,5.86273,5.85255,5.89002,5.91945,5.84959,5.82445,5.86848,5.89033,5.9833,5.83486,5.93659,5.90915,5.88327,5.76733,5.87274,5.89303,5.88357,5.94163,5.97117,5.83447,5.9163,5.94426,6.09062,5.87174,6.05267,5.99753,5.94415,6.04554,6.00304,6.02232,6.04651,6.01786,5.98671,6.05436,6.07024,6.03236,5.88973,5.87679,6.05042,5.97386,5.82221,5.76026,5.99719,5.93865,5.78414,5.7027,5.91334,5.91651,5.95874,5.88335,5.72286,5.91492,5.85944,5.86035,5.91423,5.97718,5.85123,5.83409,5.72844,5.88808,5.86115,5.90613,5.89947,5.97279,5.86842,5.91592,5.92345,5.82299
SIDM00183,5.99476,5.74301,5.57861,6.03214,5.59607,5.91949,5.92421,5.73448,6.01372,5.51351,5.60929,6.0154,6.21884,5.88289,6.03043,5.72738,5.92811,5.72303,5.52237,5.89087,5.56459,5.49507,5.61307,5.88948,5.77304,5.67978,5.60202,5.78839,5.55709,5.61665,5.38754,5.77112,5.65612,5.74893,6.13699,5.8797,5.75134,5.78331,5.48437,5.62482,5.75009,5.70873,6.0165,5.53203,5.47668,5.41856,5.69808,5.35703,5.67541,5.83027,5.52997,5.96085,6.0109,5.95532,5.82523,6.02057,5.86751,5.89843,5.75595,5.77922,5.92137,5.78247,5.54437,5.92873,5.8776,6.03064,6.02418,5.5202,5.86003,5.52827,5.65567,5.55865,5.58596,5.52801,5.53079,5.58552,5.7515,5.90857,5.87,5.52062,5.74771,5.80161,5.77907,6.06475,5.71664,5.6034,5.57121,5.51335,5.43621,5.53077,6.09981,5.3464,5.94332,5.48776,6.2201,5.65457,5.70714,5.70719,5.87873,5.81586,6.1211,5.82766,5.63426,5.8681,6.0909,5.7063,5.6822,5.77414,5.59991,6.15502,6.34057,6.03921,6.00404,5.87231,5.64256,5.47392,5.62286,6.08548,5.66506,5.66591,5.49975,5.58494,5.53759,5.64299,5.81599,5.68096,5.85931,6.08922,6.14421,6.10059,6.11825,6.07312,6.1993,5.82798,5.6262,5.78507,6.01409,5.80446,5.72614,5.89672,5.58722,5.8442,5.65058,5.92566,5.87838,5.919,5.90033,5.86249,5.942,5.88067,5.96055,6.07742,6.14133,5.96724,5.90285,5.94712,6.04292,5.86603,6.0174,5.87454,5.91075,6.004,5.99823,5.97052,6.01883,5.88966,6.02087,5.78454,5.88912,5.88394,6.00507,6.05198,5.91455,5.89586,5.88712,5.62157,5.62042,6.23918,6.06351,5.99896,6.07334,5.89051,5.6477,5.66115,5.74201,5.59178,5.55841,5.71292,5.6538,5.57671,5.66769,5.56534,6.18336,6.25893,6.24567,6.10831,6.12981,6.1953,6.2248,6.04188,6.05134,6.10874,6.24452,6.03442,6.00853,5.94402,5.98715,6.08884,5.99235,6.05304,5.99121,5.9593,5.86035,5.9808,6.14274,5.95096,6.12965,6.0966,5.97458,6.03426,5.93463,6.08419,6.03883,5.96116,5.92501
SIDM00222,6.03261,5.94376,5.97838,5.97853,6.03994,5.8439,5.86796,6.01625,5.87714,6.01053,6.02102,5.90491,5.93826,5.81978,5.7993,5.88926,5.9821,5.92746,5.79803,5.97998,5.90708,6.00695,5.94815,5.91474,6.03348,5.90601,5.58924,5.86539,6.06669,5.88529,5.97465,5.98135,5.89136,5.98553,5.84201,5.87645,5.90956,5.86176,5.89066,5.85887,5.97583,6.10541,5.87019,6.02595,5.83715,5.84757,5.96218,5.85219,6.04643,5.9143,5.68767,5.78667,5.91493,5.87978,5.75524,6.03029,5.9899,5.93164,5.89215,6.03876,5.86454,5.91571,5.8968,6.03429,5.987,6.07818,5.84506,5.92407,5.98414,5.87003,5.87433,5.87506,5.88231,5.90033,5.91856,5.82497,5.94433,6.03136,6.03513,5.91881,5.78673,5.80731,5.8381,5.7691,5.80298,5.8978,6.03018,5.92477,5.92135,5.86507,6.10679,5.86269,5.9813,5.90639,6.26575,5.81933,5.7085,5.82004,5.75398,5.848,5.4513,5.81448,5.84776,5.92038,5.80827,5.85707,5.90549,6.12813,5.83359,5.94581,5.99105,6.02172,5.80837,5.96685,5.9391,6.9463,5.92834,5.81149,5.94867,5.94985,5.98752,6.0825,5.98462,5.85195,6.13759,5.84598,5.84187,6.0814,6.10587,6.11466,6.18226,6.2208,5.83494,5.97805,5.9062,5.94798,5.83136,5.76932,5.80442,5.85225,5.81588,5.87417,5.80468,5.86274,5.84241,5.82277,5.80255,5.9283,5.79272,5.74865,5.76141,5.7987,5.83208,5.77806,5.75649,5.83421,5.86638,5.69587,5.79146,5.80152,5.89068,5.89918,5.79546,5.79722,5.83727,5.99004,5.78271,5.91008,5.90902,5.91807,5.77412,5.91142,5.98041,5.84577,5.89795,6.03376,6.03793,5.93439,5.96747,5.96366,5.94963,5.91964,5.82117,5.80839,5.88422,5.79997,5.84017,5.92595,5.87805,5.81757,5.89584,5.95045,5.92441,5.86308,5.95111,5.77994,5.79442,5.85182,5.91793,5.76251,5.8522,5.90719,5.98978,5.73555,5.71624,5.81293,5.88944,5.91875,5.76371,5.7035,5.68393,5.76083,5.88439,5.93503,6.02599,5.6791,5.76523,5.74006,5.72435,5.83107,5.90177,5.97167,5.74687,5.69377,5.71214
